Protein	Protein ID	Entry Name	Gene	Protein Length	Coverage	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	sBC_nORF1 Spectral Count	sBC_nORF2 Spectral Count	sBC_nORF1 Unique Spectral Count	sBC_nORF2 Unique Spectral Count	sBC_nORF1 Total Spectral Count	sBC_nORF2 Total Spectral Count	sBC_nORF1 Intensity	sBC_nORF2 Intensity	sBC_nORF1 Unique Intensity	sBC_nORF2 Unique Intensity	sBC_nORF1 Total Intensity	sBC_nORF2 Total Intensity	Indistinguishable Proteins
ENSG00000006652.13_112450689_112475519_451	ENSG00000006652.13_112450689_112475519_451			451	39.00				1.0000	0.9990	15	40	40	40	29	11	29	11	29	11	9.7522811E9	3.99626432E8	9.7522811E9	3.99626432E8	9.7522811E9	3.99626432E8	
ENSG00000006695.10_14069606_14207213_443	ENSG00000006695.10_14069606_14207213_443			443	19.40				1.0000	0.9990	8	12	12	12	7	5	7	5	7	5	1.22024432E8	1.5125072E8	1.22024432E8	1.5125072E8	1.22024432E8	1.5125072E8	
ENSG00000006712.14_39390864_39385991_531	ENSG00000006712.14_39390864_39385991_531			531	70.60				1.0000	0.9990	39	108	108	108	59	49	59	49	59	49	3.58205389E9	2.80431667E9	3.58205389E9	2.80431667E9	3.58205389E9	2.80431667E9	
ENSG00000006715.15_38909174_38726246_854	ENSG00000006715.15_38909174_38726246_854			854	62.90				1.0000	0.9990	48	112	112	112	63	49	63	49	63	49	7.0073564E9	8.8175278E9	7.0073564E9	8.8175278E9	7.0073564E9	8.8175278E9	
ENSG00000006740.16_12915904_12987108_681	ENSG00000006740.16_12915904_12987108_681			681	36.00				1.0000	0.9990	26	3	3	38	2	1	2	1	16	22	1.21339928E8	0.0	1.21339928E8	0.0	1.03078234E9	5.35921376E8	
ENSG00000006740.16_12915904_12990171_719	ENSG00000006740.16_12915904_12990171_719			719	34.90				1.0000	0.9990	29	49	14	49	21	28	7	7	21	28	7.0461222E8	2.32093107E9	1.15770088E8	1.95072768E9	7.0461222E8	2.32093107E9	
ENSG00000006744.18_13017947_12992818_826	ENSG00000006744.18_13017947_12992818_826			826	59.10				1.0000	0.9990	48	154	154	154	81	73	81	73	81	73	2.57068288E9	5.4430418E9	2.57068288E9	5.4430418E9	2.57068288E9	5.4430418E9	
ENSG00000006747.14_12570787_12652715_715	ENSG00000006747.14_12570787_12652715_715			715	47.60				1.0000	0.9990	32	72	72	72	40	32	40	32	40	32	9.3762496E8	1.79424051E9	9.3762496E8	1.79424051E9	9.3762496E8	1.79424051E9	
ENSG00000006756.15_2925671_2907271_547	ENSG00000006756.15_2925671_2907271_547			547	48.80				1.0000	0.9990	18	22	22	24	10	12	10	12	11	13	5.264224E8	7.1380877E8	5.264224E8	7.1380877E8	5.264224E8	9.5486874E8	
ENSG00000006757.11_7926119_7900686_253	ENSG00000006757.11_7926119_7900686_253			253	57.70				1.0000	0.9990	12	32	32	32	13	19	13	19	13	19	7.1279962E8	7.3264237E8	7.1279962E8	7.3264237E8	7.1279962E8	7.3264237E8	
ENSG00000006831.9_1754344_1786072_386	ENSG00000006831.9_1754344_1786072_386			386	15.30				1.0000	0.9990	5	8	8	8	6	2	6	2	6	2	6.7881984E8	4.68035616E8	6.7881984E8	4.68035616E8	6.7881984E8	4.68035616E8	
ENSG00000007047.14_45251589_45302438_688	ENSG00000007047.14_45251589_45302438_688			688	64.50				1.0000	0.9990	47	83	4	91	48	35	1	3	52	39	1.71461648E8	2.21767091E9	0.0	7.9481638E8	3.51520736E8	2.21716122E9	
ENSG00000007047.14_45251589_45302710_752	ENSG00000007047.14_45251589_45302710_752			752	58.40				1.0000	0.9990	46	2	2	89	1	1	1	1	52	37	0.0	1.85991398E9	0.0	1.85991398E9	3.51520736E8	3.28225869E9	
ENSG00000007062.11_16075906_15971067_856	ENSG00000007062.11_16075906_15971067_856			856	45.20				1.0000	0.9990	31	125	125	125	55	70	55	70	55	70	2.65534336E9	4.8896742E9	2.65534336E9	4.8896742E9	2.65534336E9	4.8896742E9	
ENSG00000007080.10_17936421_17943715_223	ENSG00000007080.10_17936421_17943715_223			223	74.00				1.0000	0.9990	24	75	75	75	40	35	40	35	40	35	3.37329024E9	2.27855514E9	3.37329024E9	2.27855514E9	3.37329024E9	2.27855514E9	
ENSG00000007168.12_2638289_2681802_410	ENSG00000007168.12_2638289_2681802_410			410	82.40				1.0000	0.9990	36	300	300	300	175	125	175	125	175	125	1.74829875E10	1.83899914E10	1.74829875E10	1.83899914E10	1.74829875E10	1.83899914E10	
ENSG00000007202.14_28642954_28615064_2092	ENSG00000007202.14_28642954_28615064_2092			2092	29.50				1.0000	0.9990	56	79	79	79	44	35	44	35	44	35	6.3770771E8	2.96312141E9	6.3770771E8	2.96312141E9	6.3770771E8	2.96312141E9	
ENSG00000007237.18_9969709_9917228_330	ENSG00000007237.18_9969709_9917228_330			330	52.10				1.0000	0.9990	22	33	33	33	17	16	17	16	17	16	6.2440794E8	4.14681088E8	6.2440794E8	4.14681088E8	6.2440794E8	4.14681088E8	
ENSG00000007255.10_45178218_45163192_173	ENSG00000007255.10_45178218_45163192_173			173	46.20				1.0000	0.9990	6	9	9	9	3	6	3	6	3	6	1.39690912E8	3.09772928E8	1.39690912E8	3.09772928E8	1.39690912E8	3.09772928E8	
ENSG00000007255.10_45178218_45163954_113	ENSG00000007255.10_45178218_45163954_113			113	22.10				1.0000	0.9990	2	2	2	2	2	0	2	0	2	0	9.3225864E7	0.0	9.3225864E7	0.0	9.3225864E7	0.0	
ENSG00000007341.18_112619113_112541912_555	ENSG00000007341.18_112619113_112541912_555			555	30.80				1.0000	0.9990	14	20	20	23	11	9	11	9	14	9	1.07858752E9	2.26122528E8	1.07858752E9	2.26122528E8	1.07858752E9	2.26122528E8	
ENSG00000007372.21_31806411_31789934_422	ENSG00000007372.21_31806411_31789934_422			422	40.50				1.0000	0.9990	21	45	45	45	24	21	24	21	24	21	1.48007219E9	2.10487603E9	1.48007219E9	2.10487603E9	1.48007219E9	2.10487603E9	
ENSG00000007376.7_787737_785950_312	ENSG00000007376.7_787737_785950_312			312	34.60				1.0000	0.9990	9	11	11	11	7	4	7	4	7	4	0.0	6.8368632E7	0.0	6.8368632E7	0.0	6.8368632E7	
ENSG00000007384.15_64793_58340_804	ENSG00000007384.15_64793_58340_804			804	31.30				1.0000	0.9990	27	47	47	47	26	21	26	21	26	21	2.75386368E9	2.24244224E8	2.75386368E9	2.24244224E8	2.75386368E9	2.24244224E8	
ENSG00000007402.11_50503423_50364666_1145	ENSG00000007402.11_50503423_50364666_1145			1145	41.00				1.0000	0.9990	57	103	103	111	56	47	56	47	61	50	5.27440512E8	3.63247181E9	5.27440512E8	3.63247181E9	4.06533222E9	4.03655014E9	
ENSG00000007516.13_1338550_1348482_1152	ENSG00000007516.13_1338550_1348482_1152			1152	23.00				1.0000	0.9990	25	37	37	37	23	14	23	14	23	14	1.42358042E9	6.9718163E8	1.42358042E9	6.9718163E8	1.42358042E9	6.9718163E8	
ENSG00000007520.3_1351527_1349437_251	ENSG00000007520.3_1351527_1349437_251			251	55.80				1.0000	0.9990	12	18	18	18	11	7	11	7	11	7	3.386016E8	2.75173056E8	3.386016E8	2.75173056E8	3.386016E8	2.75173056E8	
ENSG00000007541.16_574075_583035_581	ENSG00000007541.16_574075_583035_581			581	38.70				1.0000	0.9990	13	21	8	21	10	11	3	5	10	11	6.4173036E9	5.700736E8	6.2834964E9	3.3593856E8	6.4173036E9	5.700736E8	
ENSG00000007541.16_574075_583634_760	ENSG00000007541.16_574075_583634_760			760	32.00				1.0000	0.9990	14	4	4	17	0	4	0	4	7	10	0.0	4.79701696E8	0.0	4.79701696E8	3.68440832E8	6.4386637E8	
ENSG00000007545.15_1614640_1674045_1269	ENSG00000007545.15_1614640_1674045_1269			1269	33.70				1.0000	0.9990	41	68	68	68	37	31	37	31	37	31	0.0	1.30667942E9	0.0	1.30667942E9	0.0	1.30667942E9	
ENSG00000007866.19_35486467_35475044_370	ENSG00000007866.19_35486467_35475044_370			370	27.80				1.0000	0.9990	9	6	6	22	4	2	4	2	12	10	2.05985808E8	1.60642512E8	2.05985808E8	1.60642512E8	2.55492192E8	3.37191552E8	
ENSG00000007923.15_6701800_6635675_559	ENSG00000007923.15_6701800_6635675_559			559	65.70				1.0000	0.9990	35	110	110	110	63	47	63	47	63	47	7.0192015E9	4.8758277E9	7.0192015E9	4.8758277E9	7.0192015E9	4.8758277E9	
ENSG00000007944.14_16129323_16146751_445	ENSG00000007944.14_16129323_16146751_445			445	44.90				1.0000	0.9990	11	16	16	16	7	9	7	9	7	9	6.4669556E7	1.49243984E8	6.4669556E7	1.49243984E8	6.4669556E7	1.49243984E8	
ENSG00000008018.8_170553242_170535220_241	ENSG00000008018.8_170553242_170535220_241			241	75.90				1.0000	0.9990	21	227	227	227	108	119	108	119	108	119	1.56034478E10	1.63369667E10	1.56034478E10	1.63369667E10	1.56034478E10	1.63369667E10	
ENSG00000008083.13_15246540_15520251_1246	ENSG00000008083.13_15246540_15520251_1246			1246	46.40				1.0000	0.9990	59	110	110	110	63	47	63	47	63	47	6.1452856E9	1.13695457E10	6.1452856E9	1.13695457E10	6.1452856E9	1.13695457E10	
ENSG00000008086.11_18507124_18628757_951	ENSG00000008086.11_18507124_18628757_951			951	53.40				1.0000	0.9990	45	56	5	59	29	27	2	3	31	28	3.39093888E8	2.59314592E8	0.0	0.0	6.2944813E8	4.80352192E8	
ENSG00000008086.11_18507124_18653544_1021	ENSG00000008086.11_18507124_18653544_1021			1021	49.60				1.0000	0.9990	44	2	2	56	2	0	2	0	31	25	1.62038384E8	0.0	1.62038384E8	0.0	6.2944813E8	4.80352192E8	
ENSG00000008118.9_209595059_209612875_451	ENSG00000008118.9_209595059_209612875_451			451	50.30				1.0000	0.9990	12	14	14	14	5	9	5	9	5	9	0.0	2.6599984E8	0.0	2.6599984E8	0.0	2.6599984E8	
ENSG00000008128.22_1721606_1702907_708	ENSG00000008128.22_1721606_1702907_708			708	52.40				1.0000	0.9990	55	16	13	154	8	8	8	5	81	73	3.69106368E8	8.6918272E8	4.21096416E8	5.6024166E8	4.25424922E9	4.21117107E9	
ENSG00000008130.15_1765400_1752904_444	ENSG00000008130.15_1765400_1752904_444			444	39.60				1.0000	0.9990	16	26	26	26	17	9	17	9	17	9	4.67944768E8	7.0045965E8	4.67944768E8	7.0045965E8	4.67944768E8	7.0045965E8	
ENSG00000008256.15_6272507_6164944_399	ENSG00000008256.15_6272507_6164944_399			399	51.40				1.0000	0.9990	29	24	24	58	10	14	10	14	29	29	3.0140544E8	1.24879936E8	3.0140544E8	1.24879936E8	7.0019002E8	1.16394112E9	
ENSG00000008277.14_87935040_88182028_826	ENSG00000008277.14_87935040_88182028_826			826	42.50				1.0000	0.9990	31	3	3	57	2	1	2	1	32	25	9.6201104E7	1.33317656E8	9.6201104E7	1.33317656E8	2.01889306E9	1.02279104E9	
ENSG00000008277.14_87935040_88196491_837	ENSG00000008277.14_87935040_88196491_837			837	45.20				1.0000	0.9990	33	64	10	64	36	28	6	4	36	28	1.50813696E9	2.32617216E9	8.807472E7	2.07130253E9	1.50813696E9	2.32617216E9	
ENSG00000008282.8_106112208_106091805_241	ENSG00000008282.8_106112208_106091805_241			241	26.60				1.0000	0.9990	6	35	35	35	16	19	16	19	16	19	2.89466266E9	5.7881825E9	2.89466266E9	5.7881825E9	2.89466266E9	5.7881825E9	
ENSG00000008283.15_63437547_63434402_251	ENSG00000008283.15_63437547_63434402_251			251	23.50				1.0000	0.9990	3	4	4	4	2	2	2	2	2	2	2.2741256E8	0.0	2.2741256E8	0.0	2.2741256E8	0.0	
ENSG00000008294.20_51120599_50966272_1302	ENSG00000008294.20_51120599_50966272_1302			1302	61.80				1.0000	0.9990	78	228	208	228	108	120	101	107	108	120	3.0621399E9	7.2112788E9	3.0621399E9	7.2112788E9	3.0621399E9	7.2112788E9	
ENSG00000008300.16_48662631_48638205_3311	ENSG00000008300.16_48662631_48638205_3311			3311	30.40				1.0000	0.9990	83	129	127	129	69	60	67	60	69	60	4.72820384E8	7.2645286E8	4.72820384E8	7.2645286E8	4.72820384E8	7.2645286E8	
ENSG00000008311.14_122133726_122076489_926	ENSG00000008311.14_122133726_122076489_926			926	49.90				1.0000	0.9990	48	142	142	142	61	81	61	81	61	81	3.14005658E9	5.0744832E9	3.14005658E9	5.0744832E9	3.14005658E9	5.0744832E9	
ENSG00000008323.15_6312227_6328145_790	ENSG00000008323.15_6312227_6328145_790			790	47.60				1.0000	0.9990	36	52	52	52	24	28	24	28	24	28	8.5029468E9	3.8212436E10	8.5029468E9	3.8212436E10	8.5029468E9	3.8212436E10	
ENSG00000008324.11_42590898_42594509_77	ENSG00000008324.11_42590898_42594509_77			77	42.90				1.0000	0.9990	5	7	7	7	2	5	2	5	2	5	1.67934496E8	2.1910743E9	1.67934496E8	2.1910743E9	1.67934496E8	2.1910743E9	
ENSG00000008382.15_4343594_4360002_501	ENSG00000008382.15_4343594_4360002_501			501	34.70				1.0000	0.9990	17	27	27	27	16	11	16	11	16	11	2.17742672E8	8.1316851E8	2.17742672E8	8.1316851E8	2.17742672E8	8.1316851E8	
ENSG00000008394.12_16354253_16364041_155	ENSG00000008394.12_16354253_16364041_155			155	52.30				1.0000	0.9990	6	22	22	22	13	9	13	9	13	9	1.63812621E9	6.5162481E9	1.63812621E9	6.5162481E9	1.63812621E9	6.5162481E9	
ENSG00000008405.11_107092961_106992787_586	ENSG00000008405.11_107092961_106992787_586			586	42.30				1.0000	0.9990	20	24	24	24	10	14	10	14	10	14	1.11169368E8	3.05499712E8	1.11169368E8	3.05499712E8	1.11169368E8	3.05499712E8	
ENSG00000008513.14_133475901_133459764_299	ENSG00000008513.14_133475901_133459764_299			299	38.80				1.0000	0.9990	9	21	20	21	15	6	15	5	15	6	5.01127808E8	1.77756816E8	5.01127808E8	1.77756816E8	5.01127808E8	1.77756816E8	
ENSG00000008517.16_3065812_3069355_234	ENSG00000008517.16_3065812_3069355_234			234	50.40				1.0000	0.9990	9	9	9	9	4	5	4	5	4	5	1.22273456E8	0.0	1.22273456E8	0.0	1.22273456E8	0.0	
ENSG00000008710.19_2114898_2089727_3595	ENSG00000008710.19_2114898_2089727_3595			3595	20.10				1.0000	0.9990	57	79	79	79	40	39	40	39	40	39	1.69849152E9	7.1422694E8	1.69849152E9	7.1422694E8	1.69849152E9	7.1422694E8	
ENSG00000008735.13_50600819_50610779_824	ENSG00000008735.13_50600819_50610779_824			824	35.90				1.0000	0.9990	19	25	25	25	14	11	14	11	14	11	3.68915123E9	1.1852892E8	3.68915123E9	1.1852892E8	3.68915123E9	1.1852892E8	
ENSG00000008838.19_40053598_40019529_989	ENSG00000008838.19_40053598_40019529_989			989	56.30				1.0000	0.9990	47	98	98	98	53	45	53	45	53	45	5.5368262E8	1.09449843E9	5.5368262E8	1.09449843E9	5.5368262E8	1.09449843E9	
ENSG00000008853.16_23004447_23017469_723	ENSG00000008853.16_23004447_23017469_723			723	21.30				1.0000	0.9990	13	8	8	31	3	5	3	5	14	17	9.9645416E7	1.48483872E8	9.9645416E7	1.48483872E8	9.9645416E7	1.48483872E8	
ENSG00000008869.11_37083414_36981490_2071	ENSG00000008869.11_37083414_36981490_2071			2071	49.50				1.0000	0.9990	91	189	188	189	103	86	103	85	103	86	1.6153449E9	1.57962534E9	1.6153449E9	1.57962534E9	1.6153449E9	1.57962534E9	
ENSG00000008952.16_169966823_169993063_399	ENSG00000008952.16_169966823_169993063_399			399	47.40				1.0000	0.9990	26	67	67	67	36	31	36	31	36	31	4.7226348E9	5.4599281E9	4.7226348E9	5.4599281E9	4.7226348E9	5.4599281E9	
ENSG00000008988.9_56074383_56069738_142	ENSG00000008988.9_56074383_56069738_142			142	63.00				1.0000	0.9990	11	59	0	59	23	36	0	0	23	36	1.65066189E10	4.3623477E10	0.0	0.0	1.65066189E10	4.3623477E10	ENSG00000008988.9_56074383_56073090_119
ENSG00000009307.15_114739890_114718169_767	ENSG00000009307.15_114739890_114718169_767			767	69.00				1.0000	0.9990	60	288	288	288	140	148	140	148	140	148	6.0817633E9	7.4570496E9	6.0817633E9	7.4570496E9	6.0817633E9	7.4570496E9	
ENSG00000009335.17_157139273_157267755_1083	ENSG00000009335.17_157139273_157267755_1083			1083	47.70				1.0000	0.9990	49	89	89	89	44	45	44	45	44	45	2.37381018E9	1.09860838E9	2.37381018E9	1.09860838E9	2.37381018E9	1.09860838E9	
ENSG00000009413.15_111411490_111300016_2999	ENSG00000009413.15_111411490_111300016_2999			2999	37.80				1.0000	0.9990	105	162	162	162	81	81	81	81	81	81	1.07884888E8	2.36736384E9	1.07884888E8	2.36736384E9	1.07884888E8	2.36736384E9	
ENSG00000009694.13_124963591_124380536_2671	ENSG00000009694.13_124963591_124380536_2671			2671	27.80				1.0000	0.9990	58	86	86	88	49	37	49	37	50	38	9.5260632E7	5.546967E8	9.5260632E7	5.546967E8	9.5260632E7	5.546967E8	
ENSG00000009780.15_27726081_27760581_307	ENSG00000009780.15_27726081_27760581_307			307	44.00				1.0000	0.9990	17	20	20	21	9	11	9	11	10	11	2.00461728E8	0.0	2.00461728E8	0.0	2.00461728E8	0.0	
ENSG00000009830.11_77320681_77277376_750	ENSG00000009830.11_77320681_77277376_750			750	29.60				1.0000	0.9990	20	33	33	33	20	13	20	13	20	13	1.39636582E9	1.4480352E9	1.39636582E9	1.4480352E9	1.39636582E9	1.4480352E9	
ENSG00000009844.15_142147288_142218643_307	ENSG00000009844.15_142147288_142218643_307			307	44.30				1.0000	0.9990	17	107	107	107	53	54	53	54	53	54	3.53407283E9	6.9801774E9	3.53407283E9	6.9801774E9	3.53407283E9	6.9801774E9	
ENSG00000009950.15_73624492_73593865_852	ENSG00000009950.15_73624492_73593865_852			852	30.20				1.0000	0.9990	27	49	49	49	27	22	27	22	27	22	2.26456992E8	2.1776791E9	2.26456992E8	2.1776791E9	2.26456992E8	2.1776791E9	
ENSG00000009954.10_73521933_73442196_1483	ENSG00000009954.10_73521933_73442196_1483			1483	67.70				1.0000	0.9990	126	279	279	279	142	137	142	137	142	137	8.7094918E8	7.8871557E9	8.7094918E8	7.8871557E9	8.7094918E8	7.8871557E9	
ENSG00000010017.12_13711505_13622362_729	ENSG00000010017.12_13711505_13622362_729			729	46.40				1.0000	0.9990	27	70	65	70	37	33	33	32	37	33	1.78231552E8	1.15049907E9	1.78231552E8	1.15049907E9	1.78231552E8	1.15049907E9	
ENSG00000010165.19_171781968_171796756_699	ENSG00000010165.19_171781968_171796756_699			699	60.90				1.0000	0.9990	42	72	72	72	40	32	40	32	40	32	1.13250547E9	1.1609673E9	1.13250547E9	1.1609673E9	1.13250547E9	1.1609673E9	
ENSG00000010219.13_4604991_4613753_234	ENSG00000010219.13_4604991_4613753_234			234	40.60				1.0000	0.9990	11	23	23	23	11	12	11	12	11	12	1.46509536E8	3.51009088E8	1.46509536E8	3.51009088E8	1.46509536E8	3.51009088E8	
ENSG00000010244.18_32350286_32369759_494	ENSG00000010244.18_32350286_32369759_494			494	51.40				1.0000	0.9990	18	107	107	107	52	55	52	55	52	55	1.63501517E10	6.1616092E9	1.63501517E10	6.1616092E9	1.63501517E10	6.1616092E9	
ENSG00000010256.10_48609620_48599128_480	ENSG00000010256.10_48609620_48599128_480			480	76.00				1.0000	0.9990	33	443	433	443	250	193	244	189	250	193	4.4830331E10	3.9906046E10	4.4830331E10	3.9906046E10	4.4830331E10	3.9906046E10	
ENSG00000010270.13_38207604_38228854_201	ENSG00000010270.13_38207604_38228854_201			201	19.40				1.0000	0.9990	5	7	7	7	4	3	4	3	4	3	6.9296826E8	3.5727344E8	6.9296826E8	3.5727344E8	6.9296826E8	3.5727344E8	
ENSG00000010278.12_6200500_6237828_228	ENSG00000010278.12_6200500_6237828_228			228	14.50				1.0000	0.9990	6	14	14	14	9	5	9	5	9	5	1.07665472E9	1.70934938E9	1.07665472E9	1.70934938E9	1.07665472E9	1.70934938E9	
ENSG00000010292.12_6495111_6531412_1397	ENSG00000010292.12_6495111_6531412_1397			1397	43.70				1.0000	0.9990	59	103	103	103	58	45	58	45	58	45	5.9003315E8	5.22739584E8	5.9003315E8	5.22739584E8	5.9003315E8	5.22739584E8	
ENSG00000010295.19_6555840_6540483_496	ENSG00000010295.19_6555840_6540483_496			496	60.70				1.0000	0.9990	31	49	28	49	33	16	21	7	33	16	2.50573712E8	5.9238605E8	1.89740864E8	5.9238605E8	2.50573712E8	5.9238605E8	
ENSG00000010310.8_45669521_45681935_466	ENSG00000010310.8_45669521_45681935_466			466	29.40				1.0000	0.9990	12	15	15	15	10	5	10	5	10	5	3.5095296E8	0.0	3.5095296E8	0.0	3.5095296E8	0.0	
ENSG00000010322.15_52455642_52480898_515	ENSG00000010322.15_52455642_52480898_515			515	44.90				1.0000	0.9990	24	4	4	63	3	1	3	1	40	23	6.0900348E7	3.1479642E7	6.0900348E7	3.1479642E7	2.24691763E9	2.20643482E9	
ENSG00000010322.15_52455642_52492482_1504	ENSG00000010322.15_52455642_52492482_1504			1504	27.30				1.0000	0.9990	40	86	27	86	49	37	12	15	49	37	2.24691763E9	2.20643482E9	1.40842112E8	5.30900896E8	2.24691763E9	2.20643482E9	
ENSG00000010361.13_49812697_49807151_368	ENSG00000010361.13_49812697_49807151_368			368	31.80				1.0000	0.9990	6	10	10	10	4	6	4	6	4	6	3.38148576E8	0.0	3.38148576E8	0.0	3.38148576E8	0.0	
ENSG00000010539.11_3233731_3223892_386	ENSG00000010539.11_3233731_3223892_386			386	40.70				1.0000	0.9990	11	36	36	36	10	26	10	26	10	26	1.37037536E8	2.63073312E8	1.37037536E8	2.63073312E8	1.37037536E8	2.63073312E8	
ENSG00000010610.9_6800139_6819329_458	ENSG00000010610.9_6800139_6819329_458			458	31.90				1.0000	0.9990	12	21	21	21	12	9	12	9	12	9	0.0	1.45869504E8	0.0	1.45869504E8	0.0	1.45869504E8	
ENSG00000010803.16_41186133_41028194_648	ENSG00000010803.16_41186133_41028194_648			648	53.40				1.0000	0.9990	30	46	46	47	20	26	20	26	20	27	9.6779232E7	5.314864E8	9.6779232E7	5.314864E8	9.6779232E7	5.314864E8	
ENSG00000010810.17_111720051_111661739_537	ENSG00000010810.17_111720051_111661739_537			537	55.50				1.0000	0.9990	28	38	38	68	18	20	18	20	33	35	0.0	1.15762906E9	0.0	1.15762906E9	2.05430771E9	3.52892826E9	
ENSG00000010818.9_142774633_142753107_2411	ENSG00000010818.9_142774633_142753107_2411			2411	41.90				1.0000	0.9990	90	124	120	124	72	52	70	50	72	52	1.27259366E9	5.2727158E9	1.27259366E9	5.2727158E9	1.27259366E9	5.2727158E9	
ENSG00000011007.12_23743504_23759573_772	ENSG00000011007.12_23743504_23759573_772			772	55.60				1.0000	0.9990	53	117	117	117	65	52	65	52	65	52	1.31678797E9	3.04723917E9	1.31678797E9	3.04723917E9	1.31678797E9	3.04723917E9	
ENSG00000011009.10_23792698_23794732_226	ENSG00000011009.10_23792698_23794732_226			226	70.40				1.0000	0.9990	15	160	160	160	79	81	79	81	79	81	3.28502804E10	1.98519357E10	3.28502804E10	1.98519357E10	3.28502804E10	1.98519357E10	
ENSG00000011021.21_11806263_11840223_869	ENSG00000011021.21_11806263_11840223_869			869	24.10				1.0000	0.9990	21	35	35	35	17	18	17	18	17	18	4.29262144E8	4.92785728E8	4.29262144E8	4.92785728E8	4.29262144E8	4.92785728E8	
ENSG00000011105.12_3201194_3283116_239	ENSG00000011105.12_3201194_3283116_239			239	26.80				1.0000	0.9990	5	9	9	9	5	4	5	4	5	4	4.40193344E8	4.42619008E8	4.40193344E8	4.42619008E8	4.40193344E8	4.42619008E8	
ENSG00000011132.11_3760147_3751026_536	ENSG00000011132.11_3760147_3751026_536			536	30.00				1.0000	0.9990	11	17	17	17	9	8	9	8	9	8	1.02334016E9	1.0132804E8	1.02334016E9	1.0132804E8	1.02334016E9	1.0132804E8	
ENSG00000011143.16_58219230_58206283_456	ENSG00000011143.16_58219230_58206283_456			456	38.20				1.0000	0.9990	18	33	33	33	19	14	19	14	19	14	1.98286112E8	1.68913139E9	1.98286112E8	1.68913139E9	1.98286112E8	1.68913139E9	
ENSG00000011198.7_43690993_43718532_349	ENSG00000011198.7_43690993_43718532_349			349	54.70				1.0000	0.9990	13	47	47	47	25	22	25	22	25	22	9.7215245E8	8.9742163E8	9.7215245E8	8.9742163E8	9.7215245E8	8.9742163E8	
ENSG00000011201.11_8732036_8532995_680	ENSG00000011201.11_8732036_8532995_680			680	24.10				1.0000	0.9990	15	19	19	19	6	13	6	13	6	13	4.32244544E8	1.7442808E8	4.32244544E8	1.7442808E8	4.32244544E8	1.7442808E8	
ENSG00000011243.17_15418923_15380122_646	ENSG00000011243.17_15418923_15380122_646			646	58.70				1.0000	0.9990	45	173	173	173	92	81	92	81	92	81	5.729218E9	5.4881869E9	5.729218E9	5.4881869E9	5.729218E9	5.4881869E9	
ENSG00000011258.15_51225161_51180576_628	ENSG00000011258.15_51225161_51180576_628			628	32.00				1.0000	0.9990	19	24	24	32	14	10	14	10	18	14	0.0	4.8875424E8	0.0	4.8875424E8	1.84561504E8	5.8822093E8	
ENSG00000011260.13_51260585_51296989_556	ENSG00000011260.13_51260585_51296989_556			556	59.20				1.0000	0.9990	34	85	85	85	48	37	48	37	48	37	1.00744314E9	1.26244442E9	1.00744314E9	1.26244442E9	1.00744314E9	1.26244442E9	
ENSG00000011275.18_5752914_5622860_879	ENSG00000011275.18_5752914_5622860_879			879	44.70				1.0000	0.9990	33	43	41	43	25	18	23	18	25	18	1.76173216E8	3.96119488E8	1.76173216E8	3.96119488E8	1.76173216E8	3.96119488E8	
ENSG00000011295.15_15999849_16027522_380	ENSG00000011295.15_15999849_16027522_380			380	59.70				1.0000	0.9990	23	50	50	50	25	25	25	25	25	25	1.88663066E9	1.69855437E9	1.88663066E9	1.69855437E9	1.88663066E9	1.69855437E9	
ENSG00000011304.19_797498_810826_557	ENSG00000011304.19_797498_810826_557			557	77.00				1.0000	0.9990	32	638	584	638	362	276	340	244	362	276	5.6191951E10	4.4298863E10	5.6191951E10	4.4298863E10	5.6191951E10	4.4298863E10	
