Protein	Protein ID	Entry Name	Gene	Protein Length	Coverage	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	sBC_nORF-1 Spectral Count	sBC_nORF-2 Spectral Count	sBC_nORF-1 Unique Spectral Count	sBC_nORF-2 Unique Spectral Count	sBC_nORF-1 Total Spectral Count	sBC_nORF-2 Total Spectral Count	sBC_nORF-1 Intensity	sBC_nORF-2 Intensity	sBC_nORF-1 Unique Intensity	sBC_nORF-2 Unique Intensity	sBC_nORF-1 Total Intensity	sBC_nORF-2 Total Intensity	Indistinguishable Proteins
ENSG00000008283.15_154_906	ENSG00000008283.15_154_906			251	23.50				1.0000	0.9990	3	7	7	7	4	3	4	3	4	3	7.4417184E8	2.04595408E8	7.4417184E8	2.04595408E8	7.4417184E8	2.04595408E8	
ENSG00000008300.16_285_10217	ENSG00000008300.16_285_10217			3311	31.90				1.0000	0.9990	88	135	135	136	72	63	72	63	73	63	1.45251725E9	3.1669712E8	1.45251725E9	3.1669712E8	1.45251725E9	3.1669712E8	
ENSG00000008323.15_149_2518	ENSG00000008323.15_149_2518			790	49.70				1.0000	0.9990	40	62	62	62	29	33	29	33	29	33	3.586422E10	7.1233135E10	3.586422E10	7.1233135E10	3.586422E10	7.1233135E10	
ENSG00000008324.11_209_439	ENSG00000008324.11_209_439			77	66.20				1.0000	0.9990	6	8	8	8	2	6	2	6	2	6	1.6716736E8	2.15676288E9	1.6716736E8	2.15676288E9	1.6716736E8	2.15676288E9	
ENSG00000008382.15_327_1406	ENSG00000008382.15_327_1406			360	39.40				1.0000	0.9990	13	29	29	29	14	15	14	15	14	15	0.0	9.7004877E8	0.0	9.7004877E8	0.0	9.7004877E8	
ENSG00000008394.12_66_530	ENSG00000008394.12_66_530			155	63.20				1.0000	0.9990	8	24	24	24	14	10	14	10	14	10	1.62684634E9	6.4096328E9	1.62684634E9	6.4096328E9	1.62684634E9	6.4096328E9	
ENSG00000008405.11_869_2626	ENSG00000008405.11_869_2626			586	47.30				1.0000	0.9990	23	23	23	28	12	11	12	11	14	14	2.5450392E7	0.0	2.5450392E7	0.0	1.3661976E8	8.635032E7	
ENSG00000008517.16_278_790	ENSG00000008517.16_278_790			171	55.00				1.0000	0.9990	8	10	10	10	7	3	7	3	7	3	5.78968E7	0.0	5.78968E7	0.0	5.78968E7	0.0	
ENSG00000008710.19_2334_13115	ENSG00000008710.19_2334_13115			3594	20.00				1.0000	0.9990	62	94	94	94	52	42	52	42	52	42	1.88163046E9	5.051612E7	1.88163046E9	5.051612E7	1.88163046E9	5.051612E7	
ENSG00000008838.19_106_876	ENSG00000008838.19_106_876			257	66.90				1.0000	0.9990	5	8	8	8	4	4	4	4	4	4	1.09882656E8	0.0	1.09882656E8	0.0	1.09882656E8	0.0	
ENSG00000008838.19_11_3034	ENSG00000008838.19_11_3034			1008	56.80				1.0000	0.9990	1	2	2	2	2	0	2	0	2	0	0.0	0.0	0.0	0.0	0.0	0.0	
ENSG00000008838.19_495_3461	ENSG00000008838.19_495_3461			989	57.70				1.0000	0.9990	1	2	2	2	1	1	1	1	1	1	7.3966752E7	9.4870136E7	7.3966752E7	9.4870136E7	7.3966752E7	9.4870136E7	
ENSG00000008853.16_362_2530	ENSG00000008853.16_362_2530			723	24.60				1.0000	0.9990	15	9	9	32	3	6	3	6	14	18	1.6793384E8	1.49452544E8	1.6793384E8	1.49452544E8	1.6793384E8	1.49452544E8	
ENSG00000008869.11_97_6309	ENSG00000008869.11_97_6309			2071	50.70				1.0000	0.9990	97	197	196	197	105	92	105	91	105	92	1.28749952E9	1.50381414E9	1.28749952E9	1.50381414E9	1.28749952E9	1.50381414E9	
ENSG00000008952.16_59_1255	ENSG00000008952.16_59_1255			399	49.60				1.0000	0.9990	29	74	74	74	40	34	40	34	40	34	4.502164E9	5.2622935E9	4.502164E9	5.2622935E9	4.502164E9	5.2622935E9	
ENSG00000008988.9_116_298	ENSG00000008988.9_116_298			61	83.60				1.0000	0.9990	7	28	28	28	7	21	7	21	7	21	2.10857702E9	1.8552406E10	2.10857702E9	1.8552406E10	2.10857702E9	1.8552406E10	
ENSG00000009335.17_361_3609	ENSG00000009335.17_361_3609			1083	47.30				1.0000	0.9990	49	89	89	89	46	43	46	43	46	43	2.32963738E9	1.02912384E9	2.32963738E9	1.02912384E9	2.32963738E9	1.02912384E9	
ENSG00000009694.13_227_8239	ENSG00000009694.13_227_8239			2671	29.50				1.0000	0.9990	66	99	99	102	58	41	58	41	60	42	4.82618624E8	1.17048346E9	4.82618624E8	1.17048346E9	4.82618624E8	1.17048346E9	
ENSG00000009780.15_54_887	ENSG00000009780.15_54_887			278	45.00				1.0000	0.9990	16	21	21	21	10	11	10	11	10	11	1.15567475E9	0.0	1.15567475E9	0.0	1.15567475E9	0.0	
ENSG00000009830.11_204_2453	ENSG00000009830.11_204_2453			750	29.60				1.0000	0.9990	21	36	35	36	21	15	20	15	21	15	1.36977856E9	1.41596288E9	1.36977856E9	1.41596288E9	1.36977856E9	1.41596288E9	
ENSG00000009830.11_267_401	ENSG00000009830.11_267_401			45	82.20				1.0000	0.9990	3	3	3	4	3	0	3	0	4	0	5.4721888E8	0.0	5.4721888E8	0.0	5.4721888E8	0.0	
ENSG00000009844.15_59_979	ENSG00000009844.15_59_979			307	42.00				1.0000	0.9990	16	115	115	115	57	58	57	58	57	58	2.7718656E9	1.68039916E10	2.7718656E9	1.68039916E10	2.7718656E9	1.68039916E10	
ENSG00000009954.10_346_4794	ENSG00000009954.10_346_4794			1483	69.90				1.0000	0.9990	132	318	318	318	156	162	156	162	156	162	2.00853581E9	8.3261143E9	2.00853581E9	8.3261143E9	2.00853581E9	8.3261143E9	
ENSG00000010017.12_60_2246	ENSG00000010017.12_60_2246			729	44.20				1.0000	0.9990	27	71	65	71	37	34	32	33	37	34	1.9078624E8	1.17621018E9	1.9078624E8	1.17621018E9	1.9078624E8	1.17621018E9	
ENSG00000010165.19_136_228	ENSG00000010165.19_136_228			31	96.80				1.0000	0.9990	1	2	2	2	1	1	1	1	1	1	0.0	0.0	0.0	0.0	0.0	0.0	
ENSG00000010244.18_149_1537	ENSG00000010244.18_149_1537			463	45.80				1.0000	0.9990	17	106	3	106	51	55	2	1	51	55	1.63815342E10	6.1134925E9	8.7243176E7	2.06086976E8	1.63815342E10	6.1134925E9	
ENSG00000010244.18_170_1651	ENSG00000010244.18_170_1651			494	42.90				1.0000	0.9990	17	3	3	106	2	1	2	1	51	55	2.93623296E8	1.66461728E8	2.93623296E8	1.66461728E8	1.63815342E10	6.1134925E9	
ENSG00000010256.10_418_1857	ENSG00000010256.10_418_1857			480	76.00				1.0000	0.9990	34	443	433	443	253	190	247	186	253	190	4.2600624E10	4.0155111E10	4.2600624E10	4.0155111E10	4.2600624E10	4.0155111E10	
ENSG00000010270.13_284_886	ENSG00000010270.13_284_886			201	19.40				1.0000	0.9990	6	9	9	9	5	4	5	4	5	4	6.4553056E8	3.43323456E8	6.4553056E8	3.43323456E8	6.4553056E8	3.43323456E8	
ENSG00000010295.19_232_1719	ENSG00000010295.19_232_1719			496	57.70				1.0000	0.9990	33	29	29	58	22	7	22	7	36	22	2.66436736E8	1.07789824E10	2.66436736E8	1.07789824E10	2.66436736E8	1.07789824E10	
ENSG00000010310.8_100_1497	ENSG00000010310.8_100_1497			466	41.60				1.0000	0.9990	14	19	19	19	11	8	11	8	11	8	2.61156928E8	1.3818088E8	2.61156928E8	1.3818088E8	2.61156928E8	1.3818088E8	
ENSG00000010322.15_26_1570	ENSG00000010322.15_26_1570			515	45.40				1.0000	0.9990	24	3	3	63	2	1	2	1	38	25	2.0669862E7	3.170946E7	2.0669862E7	3.170946E7	2.1740329E9	2.17561318E9	
ENSG00000010322.15_73_4584	ENSG00000010322.15_73_4584			1504	28.50				1.0000	0.9990	44	90	30	90	51	39	15	15	51	39	2.1740329E9	2.17561318E9	2.09426592E8	4.60083744E8	2.1740329E9	2.17561318E9	
ENSG00000010361.13_165_1418	ENSG00000010361.13_165_1418			418	34.90				1.0000	0.9990	7	11	11	11	5	6	5	6	5	6	3.67139648E8	0.0	3.67139648E8	0.0	3.67139648E8	0.0	
ENSG00000010404.17_211_1860	ENSG00000010404.17_211_1860			550	40.50				1.0000	0.9990	24	49	49	49	27	22	27	22	27	22	1.83655078E9	2.18767565E9	1.83655078E9	2.18767565E9	1.83655078E9	2.18767565E9	
ENSG00000010539.11_636_1814	ENSG00000010539.11_636_1814			393	42.00				1.0000	0.9990	13	40	40	40	13	27	13	27	13	27	1.57120032E8	1.18430952E8	1.57120032E8	1.18430952E8	1.57120032E8	1.18430952E8	
ENSG00000010610.9_259_1632	ENSG00000010610.9_259_1632			458	37.60				1.0000	0.9990	13	24	24	24	15	9	15	9	15	9	0.0	7.2231347E8	0.0	7.2231347E8	0.0	7.2231347E8	
ENSG00000011007.12_350_2665	ENSG00000011007.12_350_2665			772	59.10				1.0000	0.9990	57	127	127	127	72	55	72	55	72	55	1.31545434E9	3.07872E9	1.31545434E9	3.07872E9	1.31545434E9	3.07872E9	
ENSG00000011009.10_90_311	ENSG00000011009.10_90_311			74	78.40				1.0000	0.9990	5	37	37	37	16	21	16	21	16	21	1.44807137E10	8.1391299E9	1.44807137E10	8.1391299E9	1.44807137E10	8.1391299E9	
ENSG00000011021.21_53_2659	ENSG00000011021.21_53_2659			869	26.40				1.0000	0.9990	24	39	39	39	20	19	20	19	20	19	4.20063488E8	4.85616192E8	4.20063488E8	4.85616192E8	4.20063488E8	4.85616192E8	
ENSG00000011052.21_78_878	ENSG00000011052.21_78_878			267	94.00				1.0000	0.9990	27	302	93	302	149	153	45	48	149	153	7.3436307E10	8.9232818E10	3.04474829E10	3.5235398E10	7.3436307E10	8.9232818E10	
ENSG00000011105.12_117_833	ENSG00000011105.12_117_833			239	27.20				1.0000	0.9990	6	10	10	10	5	5	5	5	5	5	4.54894848E8	4.43661184E8	4.54894848E8	4.43661184E8	4.54894848E8	4.43661184E8	
ENSG00000011114.14_564_3704	ENSG00000011114.14_564_3704			1047	31.90				1.0000	0.9990	28	44	44	44	29	15	29	15	29	15	4.08005984E8	7.9700314E8	4.08005984E8	7.9700314E8	4.08005984E8	7.9700314E8	
ENSG00000011132.11_319_1926	ENSG00000011132.11_319_1926			536	30.00				1.0000	0.9990	10	15	15	15	7	8	7	8	7	8	9.8490982E8	1.0070256E8	9.8490982E8	1.0070256E8	9.8490982E8	1.0070256E8	
ENSG00000011143.16_76_1752	ENSG00000011143.16_76_1752			559	34.50				1.0000	0.9990	19	33	33	33	18	15	18	15	18	15	2.40011776E9	1.23211955E9	2.40011776E9	1.23211955E9	2.40011776E9	1.23211955E9	
ENSG00000011198.7_124_1170	ENSG00000011198.7_124_1170			349	55.90				1.0000	0.9990	16	51	51	51	27	24	27	24	27	24	9.7372813E8	8.8794931E8	9.7372813E8	8.8794931E8	9.7372813E8	8.8794931E8	
ENSG00000011201.11_151_2190	ENSG00000011201.11_151_2190			680	33.10				1.0000	0.9990	18	24	21	24	8	16	8	13	8	16	4.29151008E8	1.68386224E8	5.23114752E8	0.0	4.29151008E8	1.68386224E8	
ENSG00000011201.11_93_350	ENSG00000011201.11_93_350			86	64.00				1.0000	0.9990	3	2	2	5	1	1	1	1	1	4	0.0	0.0	0.0	0.0	0.0	1.68386224E8	
ENSG00000011243.17_132_2069	ENSG00000011243.17_132_2069			646	60.20				1.0000	0.9990	48	183	183	183	100	83	100	83	100	83	5.6935583E9	5.3432658E9	5.6935583E9	5.3432658E9	5.6935583E9	5.3432658E9	
ENSG00000011258.15_345_2228	ENSG00000011258.15_345_2228			628	35.20				1.0000	0.9990	21	27	27	35	16	11	16	11	20	15	1.33877344E8	3.30128448E8	1.33877344E8	3.30128448E8	1.9696776E8	5.7367014E8	
ENSG00000011260.13_58_1725	ENSG00000011260.13_58_1725			556	59.20				1.0000	0.9990	34	84	84	84	47	37	47	37	47	37	1.00563955E9	1.21691994E9	1.00563955E9	1.21691994E9	1.00563955E9	1.21691994E9	
ENSG00000011275.18_401_3037	ENSG00000011275.18_401_3037			879	42.90				1.0000	0.9990	34	51	49	51	31	20	29	20	31	20	1.40477197E9	3.89187136E8	1.40477197E9	3.89187136E8	1.40477197E9	3.89187136E8	
ENSG00000011295.15_470_1609	ENSG00000011295.15_470_1609			380	65.00				1.0000	0.9990	26	57	57	57	29	28	29	28	29	28	1.88817254E9	1.67372928E9	1.88817254E9	1.67372928E9	1.88817254E9	1.67372928E9	
ENSG00000011304.19_424_2094	ENSG00000011304.19_424_2094			557	75.60				1.0000	0.9990	32	598	585	598	343	255	340	245	343	255	5.6690024E10	4.461466E10	5.6690024E10	4.461466E10	5.6690024E10	4.461466E10	
ENSG00000011347.9_1_2058	ENSG00000011347.9_1_2058			686	53.90				1.0000	0.9990	41	83	12	83	46	37	10	2	46	37	3.95560806E9	5.3565742E9	1.10306736E8	0.0	3.95560806E9	5.3565742E9	
ENSG00000011376.9_263_2971	ENSG00000011376.9_263_2971			903	53.40				1.0000	0.9990	49	140	140	140	70	70	70	70	70	70	5.6441774E9	4.00396339E9	5.6441774E9	4.00396339E9	5.6441774E9	4.00396339E9	
ENSG00000011405.13_1_5058	ENSG00000011405.13_1_5058			1686	48.30				1.0000	0.9990	98	207	207	207	98	109	98	109	98	109	1.50461248E9	3.03849139E9	1.50461248E9	3.03849139E9	1.50461248E9	3.03849139E9	
ENSG00000011426.10_321_3593	ENSG00000011426.10_321_3593			1091	49.70				1.0000	0.9990	58	94	94	94	48	46	48	46	48	46	1.9028489E9	2.23468877E9	1.9028489E9	2.23468877E9	1.9028489E9	2.23468877E9	
ENSG00000011451.17_150_3053	ENSG00000011451.17_150_3053			968	72.30				1.0000	0.9990	60	117	52	117	66	51	33	19	66	51	7.9353114E8	2.25256653E9	7.1406067E8	1.0897833E9	7.9353114E8	2.25256653E9	
ENSG00000011451.17_215_2596	ENSG00000011451.17_215_2596			794	63.10				1.0000	0.9990	45	20	20	85	10	10	10	10	43	42	0.0	5.14690784E8	0.0	5.14690784E8	3.78643232E8	2.47317606E9	
ENSG00000011454.16_135_3341	ENSG00000011454.16_135_3341			1069	58.70				1.0000	0.9990	68	182	176	182	86	96	83	93	86	96	1.96800538E9	2.31155302E9	1.96800538E9	2.31155302E9	1.96800538E9	2.31155302E9	
ENSG00000011478.11_222_1367	ENSG00000011478.11_222_1367			382	31.70				1.0000	0.9990	11	18	18	18	13	5	13	5	13	5	3.00565888E8	4.49831424E8	3.00565888E8	4.49831424E8	3.00565888E8	4.49831424E8	
ENSG00000011485.14_104_1600	ENSG00000011485.14_104_1600			499	60.70				1.0000	0.9990	37	180	180	180	104	76	104	76	104	76	9.0608906E9	9.5034092E9	9.0608906E9	9.5034092E9	9.0608906E9	9.5034092E9	
ENSG00000011523.13_204_2474	ENSG00000011523.13_204_2474			757	48.90				1.0000	0.9990	35	50	50	50	26	24	26	24	26	24	1.43419072E9	5.6586726E8	1.43419072E9	5.6586726E8	1.43419072E9	5.6586726E8	
ENSG00000012061.15_193_1161	ENSG00000012061.15_193_1161			323	46.70				1.0000	0.9990	17	28	28	28	17	11	17	11	17	11	3.94493235E9	7.9935366E8	3.94493235E9	7.9935366E8	3.94493235E9	7.9935366E8	
ENSG00000012171.19_412_2316	ENSG00000012171.19_412_2316			635	44.90				1.0000	0.9990	25	36	36	36	22	14	22	14	22	14	8.941224E7	3.4278496E8	8.941224E7	3.4278496E8	8.941224E7	3.4278496E8	
ENSG00000012174.11_100_1656	ENSG00000012174.11_100_1656			519	17.70				1.0000	0.9990	7	15	15	15	3	12	3	12	3	12	0.0	9.3515245E8	0.0	9.3515245E8	0.0	9.3515245E8	
ENSG00000012211.12_96_1940	ENSG00000012211.12_96_1940			615	28.00				1.0000	0.9990	13	16	16	16	9	7	9	7	9	7	3.7536476E7	1.765456E8	3.7536476E7	1.765456E8	3.7536476E7	1.765456E8	
ENSG00000012232.8_960_3659	ENSG00000012232.8_960_3659			900	39.10				1.0000	0.9990	30	45	45	45	32	13	32	13	32	13	4.53820544E8	1.8024984E8	4.53820544E8	1.8024984E8	4.53820544E8	1.8024984E8	
ENSG00000012504.13_35_1474	ENSG00000012504.13_35_1474			480	52.10				1.0000	0.9990	26	48	48	48	27	21	27	21	27	21	1.68337536E8	3.51299776E8	1.68337536E8	3.51299776E8	1.68337536E8	3.51299776E8	
ENSG00000012660.13_200_1096	ENSG00000012660.13_200_1096			299	19.10				1.0000	0.9990	5	39	39	39	23	16	23	16	23	16	3.94411936E8	1.14141819E10	3.94411936E8	1.14141819E10	3.94411936E8	1.14141819E10	
ENSG00000012779.10_105_1955	ENSG00000012779.10_105_1955			617	32.10				1.0000	0.9990	18	27	27	27	12	15	12	15	12	15	3.82353178E9	1.47543194E9	3.82353178E9	1.47543194E9	3.82353178E9	1.47543194E9	
ENSG00000012817.15_273_4889	ENSG00000012817.15_273_4889			1539	44.50				1.0000	0.9990	65	52	52	98	22	30	22	30	46	52	5.2149776E8	1.21182246E9	5.2149776E8	1.21182246E9	1.94975053E9	7.0305741E8	
ENSG00000012822.15_62_2134	ENSG00000012822.15_62_2134			691	34.60				1.0000	0.9990	26	39	39	39	22	17	22	17	22	17	2.61683328E9	8.9281472E8	2.61683328E9	8.9281472E8	2.61683328E9	8.9281472E8	
ENSG00000012963.14_237_1511	ENSG00000012963.14_237_1511			425	63.80				1.0000	0.9990	26	65	65	65	33	32	33	32	33	32	4.726424E8	1.15736819E9	4.726424E8	1.15736819E9	4.726424E8	1.15736819E9	
ENSG00000012983.11_320_2857	ENSG00000012983.11_320_2857			846	58.50				1.0000	0.9990	43	75	75	75	36	39	36	39	36	39	1.95218074E9	7.039191E8	1.95218074E9	7.039191E8	1.95218074E9	7.039191E8	
ENSG00000013016.15_286_1890	ENSG00000013016.15_286_1890			535	87.70				1.0000	0.9990	51	64	64	169	30	34	30	34	92	77	8.5209382E8	1.77514445E9	8.5209382E8	1.77514445E9	3.55075789E9	3.76973747E9	
ENSG00000013288.8_145_3063	ENSG00000013288.8_145_3063			973	56.10				1.0000	0.9990	43	146	146	146	85	61	85	61	85	61	4.4866145E9	3.58946381E9	4.4866145E9	3.58946381E9	4.4866145E9	3.58946381E9	
ENSG00000013293.5_317_2629	ENSG00000013293.5_317_2629			771	25.70				1.0000	0.9990	16	51	51	51	31	20	31	20	31	20	5.2144886E9	6.7901664E8	5.2144886E9	6.7901664E8	5.2144886E9	6.7901664E8	
ENSG00000013297.10_203_823	ENSG00000013297.10_203_823			207	11.60				1.0000	0.9990	4	10	10	10	7	3	7	3	7	3	4.36826016E8	0.0	4.36826016E8	0.0	4.36826016E8	0.0	
ENSG00000013364.18_194_2872	ENSG00000013364.18_194_2872			893	70.30				1.0000	0.9990	62	310	310	310	151	159	151	159	151	159	1.15385098E10	1.5282176E10	1.15385098E10	1.5282176E10	1.15385098E10	1.5282176E10	
ENSG00000013374.15_139_1983	ENSG00000013374.15_139_1983			615	45.20				1.0000	0.9990	34	72	72	72	30	42	30	42	30	42	7.0686408E7	1.09650524E10	7.0686408E7	1.09650524E10	7.0686408E7	1.09650524E10	
ENSG00000013375.15_46_591	ENSG00000013375.15_46_591			182	64.80				1.0000	0.9990	13	43	43	43	24	19	24	19	24	19	6.3216425E9	4.9662838E9	6.3216425E9	4.9662838E9	6.3216425E9	4.9662838E9	
ENSG00000013392.7_269_1081	ENSG00000013392.7_269_1081			271	37.30				1.0000	0.9990	10	14	14	14	10	4	10	4	10	4	4.49031296E8	3.15376192E8	4.49031296E8	3.15376192E8	4.49031296E8	3.15376192E8	
ENSG00000013441.15_137_1588	ENSG00000013441.15_137_1588			484	53.50				1.0000	0.9990	23	23	17	33	15	8	9	8	21	12	7.3801152E8	4.54194048E8	7.3801152E8	4.54194048E8	9.2027834E8	3.94156352E8	
ENSG00000013503.9_223_3621	ENSG00000013503.9_223_3621			1133	58.40				1.0000	0.9990	62	162	162	162	85	77	85	77	85	77	1.09879923E9	1.3555776E9	1.09879923E9	1.3555776E9	1.09879923E9	1.3555776E9	
ENSG00000013523.9_114_2123	ENSG00000013523.9_114_2123			670	46.90				1.0000	0.9990	23	32	32	32	17	15	17	15	17	15	2.87744928E8	1.64391834E9	2.87744928E8	1.64391834E9	2.87744928E8	1.64391834E9	
ENSG00000013561.17_310_1731	ENSG00000013561.17_310_1731			474	48.10				1.0000	0.9990	23	41	41	41	24	17	24	17	24	17	1.3031776E9	6.0279667E8	1.3031776E9	6.0279667E8	1.3031776E9	6.0279667E8	
ENSG00000013563.13_405_1193	ENSG00000013563.13_405_1193			263	42.20				1.0000	0.9990	6	11	11	11	10	1	10	1	10	1	1.13948851E9	1.53990336E8	1.13948851E9	1.53990336E8	1.13948851E9	1.53990336E8	
ENSG00000013573.16_159_2990	ENSG00000013573.16_159_2990			944	41.50				1.0000	0.9990	39	60	60	60	27	33	27	33	27	33	9.3190086E8	5.01116096E8	9.3190086E8	5.01116096E8	9.3190086E8	5.01116096E8	
ENSG00000013583.8_160_726	ENSG00000013583.8_160_726			189	86.80				1.0000	0.9990	19	89	89	89	50	39	50	39	50	39	6.93071E9	5.5582787E9	6.93071E9	5.5582787E9	6.93071E9	5.5582787E9	
ENSG00000013588.7_891_1961	ENSG00000013588.7_891_1961			357	21.80				1.0000	0.9990	6	11	11	11	8	3	8	3	8	3	4.45686432E8	1.75434688E8	4.45686432E8	1.75434688E8	4.45686432E8	1.75434688E8	
ENSG00000013725.14_1162_2190	ENSG00000013725.14_1162_2190			343	8.70				1.0000	0.9990	2	3	3	3	1	2	1	2	1	2	9.5103248E7	2.37842912E8	9.5103248E7	2.37842912E8	9.5103248E7	2.37842912E8	
ENSG00000013810.18_107_2620	ENSG00000013810.18_107_2620			838	52.10				1.0000	0.9990	44	74	74	74	38	36	38	36	38	36	8.992937E8	1.63184038E9	8.992937E8	1.63184038E9	8.992937E8	1.63184038E9	
ENSG00000014123.9_67_2448	ENSG00000014123.9_67_2448			794	66.20				1.0000	0.9990	60	239	236	239	136	103	135	101	136	103	7.1513564E9	9.6261939E9	7.1513564E9	9.6261939E9	7.1513564E9	9.6261939E9	
ENSG00000014138.8_532_2325	ENSG00000014138.8_532_2325			598	38.30				1.0000	0.9990	14	16	16	16	8	8	8	8	8	8	1.7388343E9	1.47547248E8	1.7388343E9	1.47547248E8	1.7388343E9	1.47547248E8	
ENSG00000014164.6_33_2876	ENSG00000014164.6_33_2876			948	47.20				1.0000	0.9990	53	98	98	98	58	40	58	40	58	40	8.8866669E8	1.2115479E9	8.8866669E8	1.2115479E9	8.8866669E8	1.2115479E9	
ENSG00000014257.15_51_1304	ENSG00000014257.15_51_1304			418	29.40				1.0000	0.9990	14	54	54	54	24	30	24	30	24	30	9.5607014E8	2.27670272E9	9.5607014E8	2.27670272E9	9.5607014E8	2.27670272E9	
ENSG00000014641.17_436_1437	ENSG00000014641.17_436_1437			334	64.40				1.0000	0.9990	25	284	284	284	148	136	148	136	148	136	8.6171034E10	8.4947059E10	8.6171034E10	8.4947059E10	8.6171034E10	8.4947059E10	
ENSG00000014824.13_328_1884	ENSG00000014824.13_328_1884			519	37.40				1.0000	0.9990	25	61	61	61	29	32	29	32	29	32	1.63395302E9	2.39473664E9	1.63395302E9	2.39473664E9	1.63395302E9	2.39473664E9	
ENSG00000014914.20_1309_1539	ENSG00000014914.20_1309_1539			77	35.10				1.0000	0.9990	4	12	12	12	6	6	6	6	6	6	0.0	0.0	0.0	0.0	0.0	0.0	
ENSG00000014919.12_52_1281	ENSG00000014919.12_52_1281			410	50.50				1.0000	0.9990	19	33	33	33	15	18	15	18	15	18	3.42555392E8	2.57544768E8	3.42555392E8	2.57544768E8	3.42555392E8	2.57544768E8	
ENSG00000015133.18_202_6171	ENSG00000015133.18_202_6171			1990	62.90				1.0000	0.9990	127	182	181	182	91	91	90	91	91	91	1.18785267E9	9.7585408E9	1.18785267E9	9.7585408E9	1.18785267E9	9.7585408E9	
ENSG00000015171.19_254_2059	ENSG00000015171.19_254_2059			602	50.30				1.0000	0.9990	37	77	77	77	39	38	39	38	39	38	6.2514355E8	7.0296602E8	6.2514355E8	7.0296602E8	6.2514355E8	7.0296602E8	
ENSG00000015285.10_187_1581	ENSG00000015285.10_187_1581			465	30.50				1.0000	0.9990	11	14	14	14	7	7	7	7	7	7	0.0	1.51133984E8	0.0	1.51133984E8	0.0	1.51133984E8	
ENSG00000015413.9_204_1436	ENSG00000015413.9_204_1436			411	53.50				1.0000	0.9990	19	35	35	35	22	13	22	13	22	13	3.58060352E8	1.00833926E9	3.58060352E8	1.00833926E9	3.58060352E8	1.00833926E9	
ENSG00000015475.18_174_758	ENSG00000015475.18_174_758			195	73.80				1.0000	0.9990	16	94	94	94	47	47	47	47	47	47	8.4038496E8	1.25578099E9	8.4038496E8	1.25578099E9	8.4038496E8	1.25578099E9	
ENSG00000015520.14_57_4052	ENSG00000015520.14_57_4052			1332	24.70				1.0000	0.9990	33	58	58	58	35	23	35	23	35	23	9.0902736E7	7.830153E8	9.0902736E7	7.830153E8	9.0902736E7	7.830153E8	
ENSG00000015532.9_50_2644	ENSG00000015532.9_50_2644			865	31.40				1.0000	0.9990	22	29	29	29	16	13	16	13	16	13	5.4607373E8	3.52225664E8	5.4607373E8	3.52225664E8	5.4607373E8	3.52225664E8	
ENSG00000015676.17_281_1363	ENSG00000015676.17_281_1363			361	58.40				1.0000	0.9990	23	70	70	70	36	34	36	34	36	34	1.15505434E9	1.19135411E9	1.15505434E9	1.19135411E9	1.15505434E9	1.19135411E9	
ENSG00000016082.14_282_1328	ENSG00000016082.14_282_1328			349	48.40				1.0000	0.9990	18	37	37	37	23	14	23	14	23	14	5.35553536E8	5.28473088E8	5.35553536E8	5.28473088E8	5.35553536E8	5.28473088E8	
ENSG00000016391.10_439_2220	ENSG00000016391.10_439_2220			594	69.50				1.0000	0.9990	39	124	124	124	73	51	73	51	73	51	6.3644739E9	7.1443497E9	6.3644739E9	7.1443497E9	6.3644739E9	7.1443497E9	
ENSG00000016402.13_384_1895	ENSG00000016402.13_384_1895			504	11.50				1.0000	0.9990	4	5	5	5	2	3	2	3	2	3	1.52439264E8	0.0	1.52439264E8	0.0	1.52439264E8	0.0	
ENSG00000016864.18_355_1467	ENSG00000016864.18_355_1467			371	47.20				1.0000	0.9990	19	46	46	46	23	23	23	23	23	23	5.5694982E8	2.85224115E9	5.5694982E8	2.85224115E9	5.5694982E8	2.85224115E9	
ENSG00000017260.19_178_2976	ENSG00000017260.19_178_2976			933	58.30				1.0000	0.9990	50	131	131	131	63	68	63	68	63	68	1.29136806E9	2.68906803E9	1.29136806E9	2.68906803E9	1.29136806E9	2.68906803E9	
ENSG00000017483.14_968_2260	ENSG00000017483.14_968_2260			431	11.40				1.0000	0.9990	3	9	9	9	4	5	4	5	4	5	4.1127728E8	2.70818944E8	4.1127728E8	2.70818944E8	4.1127728E8	2.70818944E8	
ENSG00000017797.12_224_2188	ENSG00000017797.12_224_2188			655	39.70				1.0000	0.9990	33	54	54	54	25	29	25	29	25	29	1.53966259E9	7.5913375E9	1.53966259E9	7.5913375E9	1.53966259E9	7.5913375E9	
ENSG00000018236.14_124_3171	ENSG00000018236.14_124_3171			1016	39.40				1.0000	0.9990	32	56	19	56	37	19	13	6	37	19	2.50464794E9	3.879392E8	4.61057696E8	3.49300736E8	2.50464794E9	3.879392E8	
ENSG00000018408.14_258_1457	ENSG00000018408.14_258_1457			400	30.20				1.0000	0.9990	10	14	14	14	10	4	10	4	10	4	0.0	4.0317972E7	0.0	4.0317972E7	0.0	4.0317972E7	
